raw,doc_id,constituency,index,id
Aquí está tu premio.,6e4f3118-0202-4b28-a127-848963e39eda,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'sadv', 'children': [{'label': 'grup.adv', 'children': [{'label': 'ADV', 'children': [{'label': 'Aquí'}]}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'está'}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'tu'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'premio'}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",10,3280b90e-5ab8-4b5f-86a0-5bf74f953812
Porque rexona te sigue protegiendo cuando otros te abandonan.,6e4f3118-0202-4b28-a127-848963e39eda,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'S', 'children': [{'label': 'conj', 'children': [{'label': 'SCONJ', 'children': [{'label': 'Porque'}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'rexona'}]}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'PRON', 'children': [{'label': 'te'}]}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'sigue'}]}, {'label': 'gerundi', 'children': [{'label': 'VERB', 'children': [{'label': 'protegiendo'}]}]}]}, {'label': 'S', 'children': [{'label': 'conj', 'children': [{'label': 'SCONJ', 'children': [{'label': 'cuando'}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'PRON', 'children': [{'label': 'otros'}]}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'PRON', 'children': [{'label': 'te'}]}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'abandonan'}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",11,b5da0902-6319-40df-8b25-17b46d46aa23
Hay contaminación en todo lugar.,50b28845-ad1a-4007-97e5-eb222d87fbda,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'Hay'}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'contaminación'}]}]}]}, {'label': 'sp', 'children': [{'label': 'prep', 'children': [{'label': 'ADP', 'children': [{'label': 'en'}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'todo'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'lugar'}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",0,8366797d-6d86-4670-a84c-ceddac7f8090
Me duele que me mareo mi cabeza.,50b28845-ad1a-4007-97e5-eb222d87fbda,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'PRON', 'children': [{'label': 'Me'}]}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'duele'}]}]}, {'label': 'S', 'children': [{'label': 'conj', 'children': [{'label': 'SCONJ', 'children': [{'label': 'que'}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'PRON', 'children': [{'label': 'me'}]}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'mareo'}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'mi'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'cabeza'}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",1,a82b701e-db63-4d1f-b685-18067c062090
Tres cosas que no sabias del patinaje.,e97688f8-1845-4264-a03f-b7c933eef4b9,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'NUM', 'children': [{'label': 'Tres'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'cosas'}]}, {'label': 'S', 'children': [{'label': 'relatiu', 'children': [{'label': 'PRON', 'children': [{'label': 'que'}]}]}, {'label': 'neg', 'children': [{'label': 'ADV', 'children': [{'label': 'no'}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'sabias'}]}]}, {'label': 'sp', 'children': [{'label': 'prep', 'children': [{'label': 'ADP', 'children': [{'label': 'de'}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'el'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'patinaje'}]}]}]}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",0,92737a8e-3945-486a-b02c-abde60390416
1 Te mantiene en forma.,e97688f8-1845-4264-a03f-b7c933eef4b9,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'NUM', 'children': [{'label': '1'}]}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'PRON', 'children': [{'label': 'Te'}]}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'mantiene'}]}]}, {'label': 'sp', 'children': [{'label': 'prep', 'children': [{'label': 'ADP', 'children': [{'label': 'en'}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'forma'}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",1,50783712-86b9-4358-8112-92d9e329bb47
Puedes quemar hasta 300 calorías solo con 30 minutos de patinaje.,e97688f8-1845-4264-a03f-b7c933eef4b9,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'grup.verb', 'children': [{'label': 'AUX', 'children': [{'label': 'Puedes'}]}, {'label': 'infinitiu', 'children': [{'label': 'VERB', 'children': [{'label': 'quemar'}]}]}]}, {'label': 'sn', 'children': [{'label': 'sadv', 'children': [{'label': 'grup.adv', 'children': [{'label': 'ADP', 'children': [{'label': 'hasta'}]}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'NUM', 'children': [{'label': '300'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'calorías'}]}, {'label': 'sadv', 'children': [{'label': 'grup.adv', 'children': [{'label': 'ADJ', 'children': [{'label': 'solo'}]}, {'label': 'sp', 'children': [{'label': 'prep', 'children': [{'label': 'ADP', 'children': [{'label': 'con'}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'NUM', 'children': [{'label': '30'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'minutos'}]}, {'label': 'sp', 'children': [{'label': 'prep', 'children': [{'label': 'ADP', 'children': [{'label': 'de'}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'patinaje'}]}]}]}]}]}]}]}]}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",2,84191aec-8e56-47c9-bd23-6ea4c2c4a574
2 Fortalecimiento muscular.,e97688f8-1845-4264-a03f-b7c933eef4b9,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'NUM', 'children': [{'label': '2'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'Fortalecimiento'}]}, {'label': 's.a', 'children': [{'label': 'grup.a', 'children': [{'label': 'ADJ', 'children': [{'label': 'muscular'}]}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",3,6024c858-f1b5-4e90-b7df-ad11b8f9b089
El patinaje implica todos los músculos del cuerpo especialmente piernas y gluteos.,e97688f8-1845-4264-a03f-b7c933eef4b9,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'El'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'patinaje'}]}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'implica'}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'todos'}]}, {'label': 'DET', 'children': [{'label': 'los'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'músculos'}]}, {'label': 'sp', 'children': [{'label': 'prep', 'children': [{'label': 'ADP', 'children': [{'label': 'de'}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'el'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'cuerpo'}]}]}]}]}, {'label': 'sn', 'children': [{'label': 'sadv', 'children': [{'label': 'grup.adv', 'children': [{'label': 'ADV', 'children': [{'label': 'especialmente'}]}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'piernas'}]}]}, {'label': 'conj', 'children': [{'label': 'CCONJ', 'children': [{'label': 'y'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'gluteos'}]}]}]}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",4,93858f1b-a5f7-4ccc-87be-add3157e5cb0
3 Favorece la salud mental.,e97688f8-1845-4264-a03f-b7c933eef4b9,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'grup.adv', 'children': [{'label': 'NUM', 'children': [{'label': '3'}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'Favorece'}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'la'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'salud'}]}, {'label': 's.a', 'children': [{'label': 'grup.a', 'children': [{'label': 'ADJ', 'children': [{'label': 'mental'}]}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",5,7a0e1a80-3cd2-424e-8ac6-5fc2d2786ec4
Ayuda la liberación de endorfinas.,e97688f8-1845-4264-a03f-b7c933eef4b9,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'grup.verb', 'children': [{'label': 'NOUN', 'children': [{'label': 'Ayuda'}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'la'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'liberación'}]}, {'label': 'sp', 'children': [{'label': 'prep', 'children': [{'label': 'ADP', 'children': [{'label': 'de'}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'endorfinas'}]}]}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",6,ed5b2c48-8001-4afc-93fe-e38de337ce31
Sustancias que producen la felicidad e euforia ¿Acaso alguna vez viste un patinador triste?,e97688f8-1845-4264-a03f-b7c933eef4b9,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'Sustancias'}]}, {'label': 'S', 'children': [{'label': 'relatiu', 'children': [{'label': 'PRON', 'children': [{'label': 'que'}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'producen'}]}]}, {'label': 'sn', 'children': [{'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'la'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'felicidad'}]}]}]}, {'label': 'conj', 'children': [{'label': 'CCONJ', 'children': [{'label': 'e'}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'euforia'}]}]}]}]}]}]}]}, {'label': 'S', 'children': [{'label': 'PUNCT', 'children': [{'label': '¿'}]}, {'label': 'sadv', 'children': [{'label': 'grup.adv', 'children': [{'label': 'ADV', 'children': [{'label': 'Acaso'}]}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'alguna'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'vez'}]}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'viste'}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'un'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'patinador'}]}, {'label': 's.a', 'children': [{'label': 'grup.a', 'children': [{'label': 'ADJ', 'children': [{'label': 'triste'}]}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '?'}]}]}]}]}",7,6ef79d58-f8f8-4369-9f03-cd2979f7c1d4
¿Se imaginan un restaurante que no tenga carta?,9736ab48-4872-427a-b992-debfe7016dd7,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'PUNCT', 'children': [{'label': '¿'}]}, {'label': 'morfema.pronominal', 'children': [{'label': 'PRON', 'children': [{'label': 'Se'}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'imaginan'}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'un'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'restaurante'}]}, {'label': 'S', 'children': [{'label': 'relatiu', 'children': [{'label': 'PRON', 'children': [{'label': 'que'}]}]}, {'label': 'neg', 'children': [{'label': 'ADV', 'children': [{'label': 'no'}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'tenga'}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'carta'}]}]}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '?'}]}]}]}",0,b9138adf-359d-4c70-9915-49b27080f270
Aquí les contamos todo sobre Piedra.,9736ab48-4872-427a-b992-debfe7016dd7,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'sadv', 'children': [{'label': 'grup.adv', 'children': [{'label': 'ADV', 'children': [{'label': 'Aquí'}]}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'PRON', 'children': [{'label': 'les'}]}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'contamos'}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'PRON', 'children': [{'label': 'todo'}]}]}]}, {'label': 'sp', 'children': [{'label': 'prep', 'children': [{'label': 'ADP', 'children': [{'label': 'sobre'}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'PROPN', 'children': [{'label': 'Piedra'}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",1,b250f377-9da8-4639-a906-bf9e73e957d4
Ubicado en Surquillo.,9736ab48-4872-427a-b992-debfe7016dd7,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'S', 'children': [{'label': 'participi', 'children': [{'label': 'ADJ', 'children': [{'label': 'Ubicado'}]}]}, {'label': 'sp', 'children': [{'label': 'prep', 'children': [{'label': 'ADP', 'children': [{'label': 'en'}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'PROPN', 'children': [{'label': 'Surquillo'}]}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",2,5de78f20-6e4b-4719-8097-6808281eb6aa
Piedra tiene una propuesta de cocina libre.,9736ab48-4872-427a-b992-debfe7016dd7,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'PROPN', 'children': [{'label': 'Piedra'}]}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'tiene'}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'una'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'propuesta'}]}, {'label': 'sp', 'children': [{'label': 'prep', 'children': [{'label': 'ADP', 'children': [{'label': 'de'}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'cocina'}]}, {'label': 's.a', 'children': [{'label': 'grup.a', 'children': [{'label': 'ADJ', 'children': [{'label': 'libre'}]}]}]}]}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",3,455bc062-eb83-4173-bc10-508658a1d1cb
Los platos van variando todos los días.,9736ab48-4872-427a-b992-debfe7016dd7,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'Los'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'platos'}]}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'van'}]}, {'label': 'gerundi', 'children': [{'label': 'VERB', 'children': [{'label': 'variando'}]}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'todos'}]}, {'label': 'DET', 'children': [{'label': 'los'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'NOUN', 'children': [{'label': 'días'}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",4,cf58a6b9-c50b-486f-8fc0-b6248d42f97a
Así al llegar te vas enterando de qué vas a comer.,9736ab48-4872-427a-b992-debfe7016dd7,"{'label': 'ROOT', 'children': [{'label': 'sentence', 'children': [{'label': 'sadv', 'children': [{'label': 'grup.adv', 'children': [{'label': 'ADV', 'children': [{'label': 'Así'}]}]}]}, {'label': 'sp', 'children': [{'label': 'prep', 'children': [{'label': 'ADP', 'children': [{'label': 'a'}]}]}, {'label': 'sn', 'children': [{'label': 'spec', 'children': [{'label': 'DET', 'children': [{'label': 'el'}]}]}, {'label': 'grup.nom', 'children': [{'label': 'S', 'children': [{'label': 'infinitiu', 'children': [{'label': 'VERB', 'children': [{'label': 'llegar'}]}]}]}]}]}]}, {'label': 'morfema.pronominal', 'children': [{'label': 'PRON', 'children': [{'label': 'te'}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'vas'}]}, {'label': 'gerundi', 'children': [{'label': 'VERB', 'children': [{'label': 'enterando'}]}]}]}, {'label': 'S', 'children': [{'label': 'sp', 'children': [{'label': 'prep', 'children': [{'label': 'ADP', 'children': [{'label': 'de'}]}]}, {'label': 'sn', 'children': [{'label': 'grup.nom', 'children': [{'label': 'PRON', 'children': [{'label': 'qué'}]}]}]}]}, {'label': 'grup.verb', 'children': [{'label': 'VERB', 'children': [{'label': 'vas'}]}, {'label': 'ADP', 'children': [{'label': 'a'}]}, {'label': 'infinitiu', 'children': [{'label': 'VERB', 'children': [{'label': 'comer'}]}]}]}]}, {'label': 'PUNCT', 'children': [{'label': '.'}]}]}]}",5,c546f397-6e16-40bb-a8c5-d88559e5f251
